Date,Deployment,Site,group,Quadrant,Depth_cm,Perc_Cover
7/6/24,1,4,4,12,20,0.6
7/6/24,1,4,4,1,28,0.15
7/6/24,1,4,4,2,77,0.65
7/6/24,1,4,4,3,86,0.3
7/6/24,1,4,4,4,70,0.2
7/6/24,1,4,4,5,87,0.2
7/6/24,1,4,4,6,90,0.5
7/6/24,1,4,4,7,86,0.5
7/6/24,1,4,4,8,78,0.25
7/6/24,1,4,4,9,74,0.5
7/6/24,1,4,4,10,57,0.6
7/6/24,1,4,4,11,39,0.5
7/6/24,1,4,4,12,30,0.3
7/6/24,1,4,4,1,63,0.1
7/6/24,1,4,4,2,92,0.2
7/6/24,1,4,4,3,92,0.2
7/6/24,1,4,4,4,95,0.5
7/6/24,1,4,4,5,95,0.6
7/6/24,1,4,4,6,95,0.7
7/6/24,1,4,4,7,94,0.4
7/6/24,1,4,4,8,85,0.5
7/6/24,1,4,4,9,65,0.5
7/6/24,1,4,4,10,56,0.4
8/1/24,2,1,5,1,15,0
8/1/24,2,1,5,2,28,0.1
8/1/24,2,1,5,3,28,0.15
8/1/24,2,1,5,4,26,0.1
8/1/24,2,1,5,5,21,0.3
8/1/24,2,1,5,6,19,0.2
8/1/24,2,1,5,7,16,0.8
8/1/24,2,1,5,8,18,0.9
8/1/24,2,1,5,9,22,0.85
8/1/24,2,1,5,10,26,0.5
8/1/24,2,1,5,11,29,0.6
8/1/24,2,1,5,12,32,0.5
8/1/24,2,1,5,13,38,0.7
8/1/24,2,1,5,1,4,0.2
8/1/24,2,1,5,2,7,0.6
8/1/24,2,1,5,3,12,0.7
8/1/24,2,1,5,4,15,0.7
8/1/24,2,1,5,5,15,0.4
8/1/24,2,1,5,6,18,0.5
8/1/24,2,1,5,7,24,0.3
8/1/24,2,1,5,8,29,0.8
8/1/24,2,1,5,9,31,0.5
8/1/24,2,1,5,10,36,0.6
8/1/24,2,1,5,11,37,0.5
8/1/24,2,1,5,1,7,0
8/1/24,2,1,5,2,22,0.2
8/1/24,2,1,5,3,21,0.05
8/1/24,2,1,5,4,23,0.1
8/1/24,2,1,5,5,26,0.05
8/1/24,2,1,5,6,29,0.05
8/1/24,2,1,5,7,31,0.15
8/1/24,2,1,5,8,42,0.05
8/1/24,2,1,5,9,46,0.1
8/1/24,2,1,5,10,45,0.2
8/1/24,2,1,5,11,27,0.7
8/1/24,2,1,5,1,10,0
8/1/24,2,1,5,2,22,0.15
8/1/24,2,1,5,3,28,0.05
8/1/24,2,1,5,4,33,0.05
8/1/24,2,1,5,5,37,0.25
8/1/24,2,1,5,6,46,0.05
8/1/24,2,1,5,7,59,0.8
8/1/24,2,1,5,8,62,0.25
8/1/24,2,1,5,9,64,0.05
8/1/24,2,1,5,10,46,0.2
8/1/24,2,1,5,1,9,0
8/1/24,2,1,5,2,18,0.15
8/1/24,2,1,5,3,18,0.15
8/1/24,2,1,5,4,31,0.15
8/1/24,2,1,5,5,34,0.05
8/1/24,2,1,5,6,46,0.05
8/1/24,2,1,5,7,59,0.1
8/1/24,2,1,5,8,73,0.1
8/1/24,2,1,5,9,80,0.05
8/1/24,2,1,5,10,57,0.1
8/1/24,2,1,5,11,32,0.1
8/1/24,2,1,5,1,20,0.1
8/1/24,2,1,5,2,20,0.1
8/1/24,2,1,5,3,41,0.1
8/1/24,2,1,5,4,42,0.1
8/1/24,2,1,5,5,40,0.2
8/1/24,2,1,5,6,52,0.3
8/1/24,2,1,5,7,72,0.05
8/1/24,2,1,5,8,90,0.15
8/1/24,2,1,5,9,90,0
8/1/24,2,1,5,10,77,0.15
8/1/24,2,1,5,11,66,0.05
8/1/24,2,1,5,12,28,0
8/1/24,2,2,6,1,10,0
8/1/24,2,2,6,2,12,0
8/1/24,2,2,6,3,30,1
8/1/24,2,2,6,4,47,0.1
8/1/24,2,2,6,5,46,0
8/1/24,2,2,6,6,51,0
8/1/24,2,2,6,7,59,0.1
8/1/24,2,2,6,8,72,0.05
8/1/24,2,2,6,9,62,0.9
8/1/24,2,2,6,10,50,0.8
8/1/24,2,2,6,11,38,0.9
8/1/24,2,2,6,12,16,0.9
8/1/24,2,2,6,1,10,0.05
8/1/24,2,2,6,2,14,0
8/1/24,2,2,6,3,33,0
8/1/24,2,2,6,4,43,0
8/1/24,2,2,6,5,48,0
8/1/24,2,2,6,6,69,0
8/1/24,2,2,6,7,77,0.7
8/1/24,2,2,6,8,72,0.7
8/1/24,2,2,6,9,62,0.95
8/1/24,2,2,6,10,44,0.9
8/1/24,2,2,6,11,25,0.8
8/1/24,2,2,6,1,9,0
8/1/24,2,2,6,2,16,0
8/1/24,2,2,6,3,34,0.1
8/1/24,2,2,6,4,67,0
8/1/24,2,2,6,5,61,0.6
8/1/24,2,2,6,6,51,0.8
8/1/24,2,2,6,7,54,0.9
8/1/24,2,2,6,8,40,0.5
8/1/24,2,2,6,9,19,0.8
8/1/24,2,2,6,10,10,0.4
8/1/24,2,2,6,1,14,0
8/1/24,2,2,6,2,22,0
8/1/24,2,2,6,3,38,0
8/1/24,2,2,6,4,58,0
8/1/24,2,2,6,5,58,0.8
8/1/24,2,2,6,6,52,0.5
8/1/24,2,2,6,7,50,1
8/1/24,2,2,6,8,50,0.8
8/1/24,2,2,6,9,47,0.5
8/1/24,2,2,6,10,43,0.6
8/1/24,2,2,6,11,33,0.4
8/1/24,2,2,6,12,18,0.5
8/1/24,2,2,6,1,17,0
8/1/24,2,2,6,2,35,0.8
8/1/24,2,2,6,3,55,0.05
8/1/24,2,2,6,4,60,0.6
8/1/24,2,2,6,5,55,0.5
8/1/24,2,2,6,6,58,0.75
8/1/24,2,2,6,7,54,0.5
8/1/24,2,2,6,8,50,0.3
8/1/24,2,2,6,9,42,0.3
8/1/24,2,2,6,10,34,0.8
8/1/24,2,2,6,11,26,0.8
8/1/24,2,2,6,12,26,0.5
8/1/24,2,2,6,13,20,0.5
8/1/24,2,2,6,1,35,0.2
8/1/24,2,2,6,2,52,0.7
8/1/24,2,2,6,3,79,0.9
8/1/24,2,2,6,4,83,0.7
8/1/24,2,2,6,5,74,0.5
8/1/24,2,2,6,6,64,0.3
8/1/24,2,2,6,7,61,0.15
8/1/24,2,2,6,8,56,0.1
8/1/24,2,2,6,9,47,0.3
8/1/24,2,2,6,10,26,0.5
8/1/24,2,2,6,11,24,1
8/1/24,2,2,6,12,16,0.5
8/1/24,2,2,6,13,20,0.7
8/1/24,2,3,7,1,8,0.05
8/1/24,2,3,7,2,12,0.1
8/1/24,2,3,7,3,17,0.1
8/1/24,2,3,7,4,24,0.05
8/1/24,2,3,7,5,21,0.05
8/1/24,2,3,7,6,39,0
8/1/24,2,3,7,7,24,0
8/1/24,2,3,7,8,30,0.05
8/1/24,2,3,7,9,34,0.05
8/1/24,2,3,7,10,38,0.05
8/1/24,2,3,7,11,42,0
8/1/24,2,3,7,12,36,0.05
8/1/24,2,3,7,13,36,0
8/1/24,2,3,7,14,35,0
8/1/24,2,3,7,15,24,0.05
8/1/24,2,3,7,16,7,0.05
8/1/24,2,3,7,1,7,0.05
8/1/24,2,3,7,2,10,0.05
8/1/24,2,3,7,3,20,0.05
8/1/24,2,3,7,4,14,0.05
8/1/24,2,3,7,5,25,0.05
8/1/24,2,3,7,6,30,0.05
8/1/24,2,3,7,7,36,0.05
8/1/24,2,3,7,8,32,0
8/1/24,2,3,7,9,24,0
8/1/24,2,3,7,10,25,0.1
8/1/24,2,3,7,11,39,0.05
8/1/24,2,3,7,12,45,0
8/1/24,2,3,7,13,20,0.05
8/1/24,2,3,7,1,7,0.05
8/1/24,2,3,7,2,7,0.05
8/1/24,2,3,7,3,23,0.05
8/1/24,2,3,7,4,20,0.05
8/1/24,2,3,7,5,24,0.05
8/1/24,2,3,7,6,27,0
8/1/24,2,3,7,7,30,0
8/1/24,2,3,7,8,35,0.05
8/1/24,2,3,7,9,34,0
8/1/24,2,3,7,10,33,0.05
8/1/24,2,3,7,11,27,0
8/1/24,2,3,7,12,13,0.05
8/1/24,2,3,7,1,6,0.05
8/1/24,2,3,7,2,14,0.05
8/1/24,2,3,7,3,18,0.05
8/1/24,2,3,7,4,20,0.05
8/1/24,2,3,7,5,27,0
8/1/24,2,3,7,6,30,0.05
8/1/24,2,3,7,7,36,0
8/1/24,2,3,7,8,34,0.05
8/1/24,2,3,7,9,34,0.1
8/1/24,2,3,7,10,34,0.05
8/1/24,2,3,7,11,32,0.1
8/1/24,2,3,7,12,15,0
8/1/24,2,3,7,1,9,0.05
8/1/24,2,3,7,2,15,0.05
8/1/24,2,3,7,3,20,0
8/1/24,2,3,7,4,23,0.1
8/1/24,2,3,7,5,26,0.05
8/1/24,2,3,7,6,30,0
8/1/24,2,3,7,7,30,0.05
8/1/24,2,3,7,8,28,0
8/1/24,2,3,7,9,28,0.05
8/1/24,2,3,7,10,36,0.05
8/1/24,2,3,7,11,31,0
8/1/24,2,3,7,12,32,0
8/1/24,2,3,7,13,15,0
8/1/24,2,3,7,14,11,0.05
8/1/24,2,3,7,1,14,0.05
8/1/24,2,3,7,2,20,0
8/1/24,2,3,7,3,29,0
8/1/24,2,3,7,4,35,0.05
8/1/24,2,3,7,5,32,0.05
8/1/24,2,3,7,6,39,0.05
8/1/24,2,3,7,7,40,0.1
8/1/24,2,3,7,8,32,0
8/1/24,2,3,7,9,28,0
8/1/24,2,3,7,10,24,0.05
8/1/24,2,3,7,11,34,0.05
8/1/24,2,3,7,12,18,0.05
8/1/24,2,4,8,1,26,0.15
8/1/24,2,4,8,2,33,0.2
8/1/24,2,4,8,3,40,0.1
8/1/24,2,4,8,4,46,0.2
8/1/24,2,4,8,5,53,0.4
8/1/24,2,4,8,6,53,0.3
8/1/24,2,4,8,7,53,0.3
8/1/24,2,4,8,8,50,0.2
8/1/24,2,4,8,9,50,0.2
8/1/24,2,4,8,10,50,0.1
8/1/24,2,4,8,11,45,0.2
8/1/24,2,4,8,12,36,0.15
8/1/24,2,4,8,13,31,0.2
8/1/24,2,4,8,14,30,0.1
8/1/24,2,4,8,15,27,0.1
8/1/24,2,4,8,1,25,0.1
8/1/24,2,4,8,2,40,0.2
8/1/24,2,4,8,3,45,0.3
8/1/24,2,4,8,4,50,0.3
8/1/24,2,4,8,5,55,0.5
8/1/24,2,4,8,6,62,0.3
8/1/24,2,4,8,7,66,0.25
8/1/24,2,4,8,8,65,0.05
8/1/24,2,4,8,9,58,0.2
8/1/24,2,4,8,10,56,0.2
8/1/24,2,4,8,11,54,0.1
8/1/24,2,4,8,12,35,0.05
8/1/24,2,4,8,1,29,0.05
8/1/24,2,4,8,2,39,0.1
8/1/24,2,4,8,3,55,0.05
8/1/24,2,4,8,4,58,0.1
8/1/24,2,4,8,5,65,0.2
8/1/24,2,4,8,6,70,0.1
8/1/24,2,4,8,7,72,0.1
8/1/24,2,4,8,8,75,0.2
8/1/24,2,4,8,9,70,0.1
8/1/24,2,4,8,10,68,0.1
8/1/24,2,4,8,11,68,0.1
8/1/24,2,4,8,12,64,0.1
8/1/24,2,4,8,13,56,0.05
8/1/24,2,4,8,14,56,0
8/1/24,2,4,8,1,52,0.05
8/1/24,2,4,8,2,57,0.1
8/1/24,2,4,8,3,77,0.1
8/1/24,2,4,8,4,85,0.1
8/1/24,2,4,8,5,84,0.1
8/1/24,2,4,8,6,81,0.2
8/1/24,2,4,8,7,81,0.1
8/1/24,2,4,8,8,78,0.1
8/1/24,2,4,8,9,68,0.1
8/1/24,2,4,8,10,73,0.15
8/1/24,2,4,8,11,74,0.1
8/1/24,2,4,8,12,68,0.05
8/1/24,2,4,8,1,75,0.05
8/1/24,2,4,8,2,83,0.05
8/1/24,2,4,8,3,88,0.05
8/1/24,2,4,8,4,110,0.15
8/1/24,2,4,8,5,124,0.1
8/1/24,2,4,8,6,120,0.05
8/1/24,2,4,8,7,106,0
8/1/24,2,4,8,8,83,0.1
8/1/24,2,4,8,9,74,0
8/1/24,2,4,8,10,57,0
8/1/24,2,4,8,1,72,0.1
8/1/24,2,4,8,2,82,0
8/1/24,2,4,8,3,88,0
8/1/24,2,4,8,4,94,0
8/1/24,2,4,8,5,112,0
8/1/24,2,4,8,6,138,0
8/1/24,2,4,8,7,132,0
8/1/24,2,4,8,8,138,0
8/1/24,2,4,8,9,122,0
8/1/24,2,4,8,10,100,0
8/1/24,2,4,8,11,92,0
8/30/24,3,1,9,1,21,0
8/30/24,3,1,9,2,26,0
8/30/24,3,1,9,3,26,0
8/30/24,3,1,9,4,18,0
8/30/24,3,1,9,5,22,0
8/30/24,3,1,9,6,21,0
8/30/24,3,1,9,7,20,0.05
8/30/24,3,1,9,8,22,0.05
8/30/24,3,1,9,9,20,0.05
8/30/24,3,1,9,10,28,0.05
8/30/24,3,1,9,11,33,0.1
8/30/24,3,1,9,12,32,0.1
8/30/24,3,1,9,13,36,0.1
8/30/24,3,1,9,14,39,0.2
8/30/24,3,1,9,1,12,0
8/30/24,3,1,9,2,10,0
8/30/24,3,1,9,3,15,0
8/30/24,3,1,9,4,19,0.15
8/30/24,3,1,9,5,30,0.1
8/30/24,3,1,9,6,30,0.1
8/30/24,3,1,9,7,32,0.05
8/30/24,3,1,9,8,39,0.05
8/30/24,3,1,9,9,41,0
8/30/24,3,1,9,10,50,0
8/30/24,3,1,9,1,17,0
8/30/24,3,1,9,2,24,0
8/30/24,3,1,9,3,29,0
8/30/24,3,1,9,4,32,0
8/30/24,3,1,9,5,35,0.05
8/30/24,3,1,9,6,34,0
8/30/24,3,1,9,7,45,0.05
8/30/24,3,1,9,8,53,0
8/30/24,3,1,9,9,53,0
8/30/24,3,1,9,10,51,0
8/30/24,3,1,9,1,22,0
8/30/24,3,1,9,2,26,0
8/30/24,3,1,9,3,29,0
8/30/24,3,1,9,4,32,0
8/30/24,3,1,9,5,34,0.05
8/30/24,3,1,9,6,41,0
8/30/24,3,1,9,7,47,0
8/30/24,3,1,9,8,62,0
8/30/24,3,1,9,9,65,0
8/30/24,3,1,9,10,66,0
8/30/24,3,1,9,1,20,0
8/30/24,3,1,9,2,23,0
8/30/24,3,1,9,3,24,0
8/30/24,3,1,9,4,38,0
8/30/24,3,1,9,5,40,0
8/30/24,3,1,9,6,44,0
8/30/24,3,1,9,7,58,0
8/30/24,3,1,9,8,74,0
8/30/24,3,1,9,9,81,0
8/30/24,3,1,9,10,80,0
8/30/24,3,1,9,11,71,0
8/30/24,3,1,9,12,30,0
8/30/24,3,1,9,1,19,0
8/30/24,3,1,9,2,41,0
8/30/24,3,1,9,3,45,0
8/30/24,3,1,9,4,49,0.05
8/30/24,3,1,9,5,62,0
8/30/24,3,1,9,6,74,0
8/30/24,3,1,9,7,92,0
8/30/24,3,1,9,8,92,0
8/30/24,3,1,9,9,83,0
8/30/24,3,1,9,10,54,0
8/30/24,3,2,10,1,19,0
8/30/24,3,2,10,2,40,0
8/30/24,3,2,10,3,43,0
8/30/24,3,2,10,4,50,0
8/30/24,3,2,10,5,49,0
8/30/24,3,2,10,6,53,0
8/30/24,3,2,10,7,67,0
8/30/24,3,2,10,8,74,0
8/30/24,3,2,10,9,65,0
8/30/24,3,2,10,10,52,0
8/30/24,3,2,10,11,33,0
8/30/24,3,2,10,12,22,0
8/30/24,3,2,10,1,13,0
8/30/24,3,2,10,2,17,0
8/30/24,3,2,10,3,29,0
8/30/24,3,2,10,4,45,0
8/30/24,3,2,10,5,50,0
8/30/24,3,2,10,6,56,0
8/30/24,3,2,10,7,79,0
8/30/24,3,2,10,8,78,0
8/30/24,3,2,10,9,71,0
8/30/24,3,2,10,10,62,0
8/30/24,3,2,10,11,40,0
8/30/24,3,2,10,12,30,0
8/30/24,3,2,10,1,16,0
8/30/24,3,2,10,2,15,0
8/30/24,3,2,10,3,31,0
8/30/24,3,2,10,4,40,0
8/30/24,3,2,10,5,57,0
8/30/24,3,2,10,6,64,0
8/30/24,3,2,10,7,63,0
8/30/24,3,2,10,8,60,0
8/30/24,3,2,10,9,54,0
8/30/24,3,2,10,10,50,0
8/30/24,3,2,10,11,48,0
8/30/24,3,2,10,12,49,0
8/30/24,3,2,10,1,33,0
8/30/24,3,2,10,2,44,0
8/30/24,3,2,10,3,59,0
8/30/24,3,2,10,4,65,0
8/30/24,3,2,10,5,51,0
8/30/24,3,2,10,6,47,0
8/30/24,3,2,10,7,44,0
8/30/24,3,2,10,8,46,0
8/30/24,3,2,10,9,44,0
8/30/24,3,2,10,10,41,0
8/30/24,3,2,10,11,36,0
8/30/24,3,2,10,1,41,0
8/30/24,3,2,10,2,55,0
8/30/24,3,2,10,3,58,0
8/30/24,3,2,10,4,58,0
8/30/24,3,2,10,5,55,0
8/30/24,3,2,10,6,50,0
8/30/24,3,2,10,7,39,0
8/30/24,3,2,10,8,40,0
8/30/24,3,2,10,9,32,0
8/30/24,3,2,10,10,34,0
8/30/24,3,2,10,1,50,0
8/30/24,3,2,10,2,74,0
8/30/24,3,2,10,3,84,0
8/30/24,3,2,10,4,80,0
8/30/24,3,2,10,5,75,0
8/30/24,3,2,10,6,67,0
8/30/24,3,2,10,7,62,0
8/30/24,3,2,10,8,52,0
8/30/24,3,2,10,9,30,0
8/30/24,3,2,10,10,28,0
8/30/24,3,2,10,11,26,0
8/30/24,3,2,10,12,23,0
8/30/24,3,3,11,1,14,0
8/30/24,3,3,11,2,16,0
8/30/24,3,3,11,3,18,0
8/30/24,3,3,11,4,24,0
8/30/24,3,3,11,5,30,0.05
8/30/24,3,3,11,6,33,0.1
8/30/24,3,3,11,7,37,0.2
8/30/24,3,3,11,8,40,0.9
8/30/24,3,3,11,9,39,0.9
8/30/24,3,3,11,10,42,0.9
8/30/24,3,3,11,11,42,0.9
8/30/24,3,3,11,12,42,0.8
8/30/24,3,3,11,13,45,0.8
8/30/24,3,3,11,14,48,0.8
8/30/24,3,3,11,15,41,0.6
8/30/24,3,3,11,16,32,0.1
8/30/24,3,3,11,17,19,0
8/30/24,3,3,11,1,12,0
8/30/24,3,3,11,2,9,0
8/30/24,3,3,11,3,15,0
8/30/24,3,3,11,4,12,0
8/30/24,3,3,11,5,20,0
8/30/24,3,3,11,6,27,0.05
8/30/24,3,3,11,7,33,0.05
